Label Index,Label Name,Category IoU,Category Dice,Category F1,split,image
11,Face,0.9096,0.9526,0.9526,train,image_45.png
12,Left-leg,,0.0,0.0,train,image_45.png
13,Right-leg,,0.0,0.0,train,image_45.png
14,Left-arm,0.2862,0.4451,0.4451,train,image_45.png
15,Right-arm,0.0,0.0,0.0,train,image_45.png
16,Bag,,0.0,0.0,train,image_45.png
17,Scarf,,0.0,0.0,train,image_45.png
0,Background,0.9824,0.9911,0.9911,train,image_18.png
1,Hat,,0.0,0.0,train,image_18.png
2,Hair,0.8278,0.9058,0.9058,train,image_18.png
3,Sunglasses,,0.0,0.0,train,image_18.png
4,Upper-clothes,,0.0,0.0,train,image_18.png
5,Skirt,,0.0,0.0,train,image_18.png
6,Pants,,0.0,0.0,train,image_18.png
7,Dress,0.9489,0.9738,0.9738,train,image_18.png
8,Belt,,0.0,0.0,train,image_18.png
9,Left-shoe,0.6427,0.7825,0.7825,train,image_18.png
10,Right-shoe,0.1843,0.3112,0.3112,train,image_18.png
11,Face,0.8341,0.9096,0.9096,train,image_18.png
12,Left-leg,0.7904,0.883,0.883,train,image_18.png
13,Right-leg,0.0,0.0,0.0,train,image_18.png
14,Left-arm,0.4766,0.6456,0.6456,train,image_18.png
15,Right-arm,0.4361,0.6073,0.6073,train,image_18.png
16,Bag,,0.0,0.0,train,image_18.png
17,Scarf,,0.0,0.0,train,image_18.png
0,Background,0.9902,0.9951,0.9951,train,image_29.png
1,Hat,,0.0,0.0,train,image_29.png
2,Hair,0.8988,0.9467,0.9467,train,image_29.png
3,Sunglasses,,0.0,0.0,train,image_29.png
4,Upper-clothes,0.796,0.8864,0.8864,train,image_29.png
5,Skirt,,0.0,0.0,train,image_29.png
6,Pants,0.0,0.0,0.0,train,image_29.png
7,Dress,0.1099,0.1981,0.1981,train,image_29.png
8,Belt,,0.0,0.0,train,image_29.png
9,Left-shoe,0.1902,0.3196,0.3196,train,image_29.png
10,Right-shoe,0.2875,0.4466,0.4466,train,image_29.png
11,Face,0.8971,0.9458,0.9458,train,image_29.png
12,Left-leg,0.7118,0.8316,0.8316,train,image_29.png
13,Right-leg,0.6902,0.8167,0.8167,train,image_29.png
14,Left-arm,,0.0,0.0,train,image_29.png
15,Right-arm,,0.0,0.0,train,image_29.png
16,Bag,,0.0,0.0,train,image_29.png
17,Scarf,,0.0,0.0,train,image_29.png
0,Background,0.989,0.9945,0.9945,train,image_25.png
1,Hat,0.9051,0.9502,0.9502,train,image_25.png
2,Hair,0.8343,0.9096,0.9096,train,image_25.png
3,Sunglasses,,0.0,0.0,train,image_25.png
4,Upper-clothes,0.955,0.977,0.977,train,image_25.png
5,Skirt,,0.0,0.0,train,image_25.png
6,Pants,0.9347,0.9662,0.9662,train,image_25.png
7,Dress,,0.0,0.0,train,image_25.png
8,Belt,,0.0,0.0,train,image_25.png
9,Left-shoe,0.0559,0.1059,0.1059,train,image_25.png
10,Right-shoe,0.0618,0.1163,0.1163,train,image_25.png
11,Face,0.9358,0.9668,0.9668,train,image_25.png
12,Left-leg,0.0,0.0,0.0,train,image_25.png
13,Right-leg,0.0,0.0,0.0,train,image_25.png
14,Left-arm,0.0095,0.0188,0.0188,train,image_25.png
15,Right-arm,0.0,0.0,0.0,train,image_25.png
16,Bag,0.7974,0.8873,0.8873,train,image_25.png
17,Scarf,,0.0,0.0,train,image_25.png
0,Background,0.9168,0.9566,0.9566,train,image_9.png
1,Hat,,0.0,0.0,train,image_9.png
2,Hair,0.7952,0.8859,0.8859,train,image_9.png
3,Sunglasses,,0.0,0.0,train,image_9.png
4,Upper-clothes,0.6681,0.8011,0.8011,train,image_9.png
5,Skirt,0.878,0.935,0.935,train,image_9.png
6,Pants,,0.0,0.0,train,image_9.png
7,Dress,,0.0,0.0,train,image_9.png
8,Belt,0.5065,0.6724,0.6724,train,image_9.png
9,Left-shoe,0.3173,0.4817,0.4817,train,image_9.png
10,Right-shoe,0.2248,0.3671,0.3671,train,image_9.png
11,Face,0.7756,0.8736,0.8736,train,image_9.png
12,Left-leg,0.1804,0.3056,0.3056,train,image_9.png
13,Right-leg,0.2924,0.4525,0.4525,train,image_9.png
14,Left-arm,0.5938,0.7451,0.7451,train,image_9.png
15,Right-arm,0.5828,0.7364,0.7364,train,image_9.png
16,Bag,,0.0,0.0,train,image_9.png
17,Scarf,0.4841,0.6524,0.6524,train,image_9.png
0,Background,0.9917,0.9958,0.9958,train,image_27.png
1,Hat,,0.0,0.0,train,image_27.png
2,Hair,0.8696,0.9303,0.9303,train,image_27.png
3,Sunglasses,,0.0,0.0,train,image_27.png
4,Upper-clothes,0.8966,0.9455,0.9455,train,image_27.png
5,Skirt,,0.0,0.0,train,image_27.png
6,Pants,,0.0,0.0,train,image_27.png
7,Dress,0.9197,0.9581,0.9581,train,image_27.png
8,Belt,,0.0,0.0,train,image_27.png
9,Left-shoe,0.2639,0.4176,0.4176,train,image_27.png
10,Right-shoe,0.1818,0.3076,0.3076,train,image_27.png
11,Face,0.6382,0.7791,0.7791,train,image_27.png
12,Left-leg,0.4223,0.5939,0.5939,train,image_27.png
13,Right-leg,0.0809,0.1497,0.1497,train,image_27.png
14,Left-arm,0.0,0.0,0.0,train,image_27.png
15,Right-arm,0.2353,0.3809,0.3809,train,image_27.png
16,Bag,,0.0,0.0,train,image_27.png
17,Scarf,,0.0,0.0,train,image_27.png
0,Background,0.9866,0.9933,0.9933,train,image_15.png
1,Hat,,0.0,0.0,train,image_15.png
2,Hair,0.7027,0.8254,0.8254,train,image_15.png
3,Sunglasses,,0.0,0.0,train,image_15.png
4,Upper-clothes,0.8158,0.8985,0.8985,train,image_15.png
5,Skirt,,0.0,0.0,train,image_15.png
6,Pants,0.8857,0.9394,0.9394,train,image_15.png
7,Dress,,0.0,0.0,train,image_15.png
8,Belt,,0.0,0.0,train,image_15.png
9,Left-shoe,0.544,0.7047,0.7047,train,image_15.png
10,Right-shoe,0.0,0.0,0.0,train,image_15.png
11,Face,0.8115,0.8959,0.8959,train,image_15.png
12,Left-leg,0.0,0.0,0.0,train,image_15.png
13,Right-leg,0.0,0.0,0.0,train,image_15.png
14,Left-arm,0.0,0.0,0.0,train,image_15.png
15,Right-arm,0.7433,0.8528,0.8528,train,image_15.png
16,Bag,0.0,0.0,0.0,train,image_15.png
17,Scarf,,0.0,0.0,train,image_15.png
0,Background,0.9908,0.9954,0.9954,train,image_47.png
1,Hat,,0.0,0.0,train,image_47.png
2,Hair,0.896,0.9451,0.9451,train,image_47.png
3,Sunglasses,,0.0,0.0,train,image_47.png
4,Upper-clothes,0.9179,0.9572,0.9572,train,image_47.png
5,Skirt,,0.0,0.0,train,image_47.png
6,Pants,0.8777,0.9349,0.9349,train,image_47.png
7,Dress,,0.0,0.0,train,image_47.png
8,Belt,0.69,0.8166,0.8166,train,image_47.png
9,Left-shoe,0.1802,0.3054,0.3054,train,image_47.png
10,Right-shoe,0.1366,0.2403,0.2403,train,image_47.png
11,Face,0.8716,0.9314,0.9314,train,image_47.png
12,Left-leg,0.6944,0.8196,0.8196,train,image_47.png
13,Right-leg,0.6053,0.7541,0.7541,train,image_47.png
14,Left-arm,0.9087,0.9522,0.9522,train,image_47.png
15,Right-arm,0.7527,0.8589,0.8589,train,image_47.png
16,Bag,0.0,0.0,0.0,train,image_47.png
17,Scarf,,0.0,0.0,train,image_47.png
0,Background,0.9406,0.9694,0.9694,train,image_21.png
1,Hat,,0.0,0.0,train,image_21.png
2,Hair,0.9015,0.9482,0.9482,train,image_21.png
3,Sunglasses,0.0,0.0,0.0,train,image_21.png
4,Upper-clothes,0.9368,0.9674,0.9674,train,image_21.png
5,Skirt,,0.0,0.0,train,image_21.png
6,Pants,0.9681,0.9838,0.9838,train,image_21.png
7,Dress,,0.0,0.0,train,image_21.png
8,Belt,,0.0,0.0,train,image_21.png
9,Left-shoe,,0.0,0.0,train,image_21.png
10,Right-shoe,,0.0,0.0,train,image_21.png
11,Face,0.9692,0.9844,0.9844,train,image_21.png
12,Left-leg,,0.0,0.0,train,image_21.png
13,Right-leg,,0.0,0.0,train,image_21.png
14,Left-arm,0.6408,0.781,0.781,train,image_21.png
15,Right-arm,0.4845,0.6527,0.6527,train,image_21.png
16,Bag,0.6796,0.8092,0.8092,train,image_21.png
17,Scarf,,0.0,0.0,train,image_21.png
0,Background,0.9873,0.9936,0.9936,train,image_34.png
1,Hat,,0.0,0.0,train,image_34.png
2,Hair,0.8731,0.9323,0.9323,train,image_34.png
3,Sunglasses,,0.0,0.0,train,image_34.png
4,Upper-clothes,0.9,0.9474,0.9474,train,image_34.png
5,Skirt,,0.0,0.0,train,image_34.png
6,Pants,0.9617,0.9805,0.9805,train,image_34.png
7,Dress,,0.0,0.0,train,image_34.png
8,Belt,,0.0,0.0,train,image_34.png
9,Left-shoe,0.0,0.0,0.0,train,image_34.png
10,Right-shoe,0.1048,0.1897,0.1897,train,image_34.png
11,Face,0.9251,0.9611,0.9611,train,image_34.png
12,Left-leg,0.0381,0.0734,0.0734,train,image_34.png
13,Right-leg,0.0,0.0,0.0,train,image_34.png
14,Left-arm,0.0863,0.1588,0.1588,train,image_34.png
15,Right-arm,0.0,0.0,0.0,train,image_34.png
16,Bag,,0.0,0.0,train,image_34.png
17,Scarf,,0.0,0.0,train,image_34.png
0,Background,0.9905,0.9952,0.9952,train,image_43.png
1,Hat,,0.0,0.0,train,image_43.png
2,Hair,0.8347,0.9099,0.9099,train,image_43.png
3,Sunglasses,,0.0,0.0,train,image_43.png
4,Upper-clothes,0.9351,0.9665,0.9665,train,image_43.png
5,Skirt,,0.0,0.0,train,image_43.png
6,Pants,0.9236,0.9603,0.9603,train,image_43.png
7,Dress,,0.0,0.0,train,image_43.png
8,Belt,,0.0,0.0,train,image_43.png
9,Left-shoe,0.6584,0.7941,0.7941,train,image_43.png
10,Right-shoe,0.1009,0.1833,0.1833,train,image_43.png
11,Face,0.8483,0.9179,0.9179,train,image_43.png
12,Left-leg,,0.0,0.0,train,image_43.png
13,Right-leg,,0.0,0.0,train,image_43.png
14,Left-arm,0.8266,0.9051,0.9051,train,image_43.png
15,Right-arm,0.7755,0.8736,0.8736,train,image_43.png
16,Bag,0.8669,0.9287,0.9287,train,image_43.png
17,Scarf,,0.0,0.0,train,image_43.png
0,Background,0.9916,0.9958,0.9958,val,image_11.png
1,Hat,0.9152,0.9557,0.9557,val,image_11.png
2,Hair,0.8534,0.9209,0.9209,val,image_11.png
3,Sunglasses,,0.0,0.0,val,image_11.png
4,Upper-clothes,0.9176,0.957,0.957,val,image_11.png
5,Skirt,0.8516,0.9198,0.9198,val,image_11.png
6,Pants,0.0,0.0,0.0,val,image_11.png
7,Dress,,0.0,0.0,val,image_11.png
8,Belt,,0.0,0.0,val,image_11.png
9,Left-shoe,0.0147,0.029,0.029,val,image_11.png
10,Right-shoe,0.3419,0.5096,0.5096,val,image_11.png
11,Face,0.9016,0.9482,0.9482,val,image_11.png
12,Left-leg,0.7164,0.8348,0.8348,val,image_11.png
13,Right-leg,0.7544,0.86,0.86,val,image_11.png
14,Left-arm,0.0,0.0,0.0,val,image_11.png
15,Right-arm,0.0,0.0,0.0,val,image_11.png
16,Bag,,0.0,0.0,val,image_11.png
17,Scarf,,0.0,0.0,val,image_11.png
0,Background,0.9912,0.9956,0.9956,val,image_24.png
1,Hat,0.7261,0.8413,0.8413,val,image_24.png
2,Hair,0.0,0.0,0.0,val,image_24.png
3,Sunglasses,0.7384,0.8495,0.8495,val,image_24.png
4,Upper-clothes,0.9697,0.9846,0.9846,val,image_24.png
5,Skirt,0.972,0.9858,0.9858,val,image_24.png
6,Pants,0.8983,0.9464,0.9464,val,image_24.png
7,Dress,,0.0,0.0,val,image_24.png
8,Belt,,0.0,0.0,val,image_24.png
9,Left-shoe,0.5427,0.7036,0.7036,val,image_24.png
10,Right-shoe,0.0,0.0,0.0,val,image_24.png
11,Face,0.6589,0.7944,0.7944,val,image_24.png
12,Left-leg,,0.0,0.0,val,image_24.png
13,Right-leg,,0.0,0.0,val,image_24.png
14,Left-arm,0.4324,0.6037,0.6037,val,image_24.png
15,Right-arm,0.5951,0.7462,0.7462,val,image_24.png
16,Bag,,0.0,0.0,val,image_24.png
17,Scarf,,0.0,0.0,val,image_24.png
0,Background,0.9875,0.9937,0.9937,val,image_31.png
1,Hat,0.0,0.0,0.0,val,image_31.png
2,Hair,0.7449,0.8538,0.8538,val,image_31.png
3,Sunglasses,,0.0,0.0,val,image_31.png
4,Upper-clothes,0.0,0.0,0.0,val,image_31.png
5,Skirt,,0.0,0.0,val,image_31.png
6,Pants,0.9068,0.9511,0.9511,val,image_31.png
7,Dress,0.0,0.0,0.0,val,image_31.png
8,Belt,,0.0,0.0,val,image_31.png
9,Left-shoe,0.5435,0.7043,0.7043,val,image_31.png
10,Right-shoe,0.3909,0.5621,0.5621,val,image_31.png
11,Face,0.8722,0.9317,0.9317,val,image_31.png
12,Left-leg,,0.0,0.0,val,image_31.png
13,Right-leg,,0.0,0.0,val,image_31.png
14,Left-arm,0.6976,0.8218,0.8218,val,image_31.png
15,Right-arm,0.7869,0.8808,0.8808,val,image_31.png
16,Bag,0.89,0.9418,0.9418,val,image_31.png
17,Scarf,,0.0,0.0,val,image_31.png
0,Background,0.9737,0.9867,0.9867,val,image_2.png
1,Hat,,0.0,0.0,val,image_2.png
2,Hair,0.8132,0.897,0.897,val,image_2.png
3,Sunglasses,,0.0,0.0,val,image_2.png
4,Upper-clothes,,0.0,0.0,val,image_2.png
5,Skirt,,0.0,0.0,val,image_2.png
6,Pants,0.9117,0.9538,0.9538,val,image_2.png
7,Dress,0.9472,0.9729,0.9729,val,image_2.png
8,Belt,,0.0,0.0,val,image_2.png
9,Left-shoe,0.0,0.0,0.0,val,image_2.png
10,Right-shoe,0.0529,0.1005,0.1005,val,image_2.png
11,Face,0.5709,0.7269,0.7269,val,image_2.png
12,Left-leg,,0.0,0.0,val,image_2.png
13,Right-leg,,0.0,0.0,val,image_2.png
14,Left-arm,0.1118,0.2011,0.2011,val,image_2.png
15,Right-arm,0.3963,0.5676,0.5676,val,image_2.png
16,Bag,,0.0,0.0,val,image_2.png
17,Scarf,,0.0,0.0,val,image_2.png
0,Background,0.9896,0.9948,0.9948,val,image_42.png
1,Hat,,0.0,0.0,val,image_42.png
2,Hair,0.811,0.8957,0.8957,val,image_42.png
3,Sunglasses,,0.0,0.0,val,image_42.png
4,Upper-clothes,,0.0,0.0,val,image_42.png
5,Skirt,,0.0,0.0,val,image_42.png
6,Pants,,0.0,0.0,val,image_42.png
7,Dress,0.9653,0.9823,0.9823,val,image_42.png
8,Belt,,0.0,0.0,val,image_42.png
9,Left-shoe,,0.0,0.0,val,image_42.png
10,Right-shoe,,0.0,0.0,val,image_42.png
11,Face,0.7047,0.8268,0.8268,val,image_42.png
12,Left-leg,0.2573,0.4092,0.4092,val,image_42.png
13,Right-leg,0.001,0.0019,0.0019,val,image_42.png
14,Left-arm,0.2921,0.4522,0.4522,val,image_42.png
15,Right-arm,0.3737,0.544,0.544,val,image_42.png
16,Bag,,0.0,0.0,val,image_42.png
17,Scarf,,0.0,0.0,val,image_42.png
0,Background,0.9921,0.9961,0.9961,val,image_5.png
1,Hat,0.8302,0.9072,0.9072,val,image_5.png
2,Hair,0.0,0.0,0.0,val,image_5.png
3,Sunglasses,,0.0,0.0,val,image_5.png
4,Upper-clothes,0.9808,0.9903,0.9903,val,image_5.png
5,Skirt,,0.0,0.0,val,image_5.png
6,Pants,0.9496,0.9741,0.9741,val,image_5.png
7,Dress,,0.0,0.0,val,image_5.png
8,Belt,,0.0,0.0,val,image_5.png
9,Left-shoe,0.3508,0.5194,0.5194,val,image_5.png
10,Right-shoe,0.3654,0.5352,0.5352,val,image_5.png
11,Face,0.9248,0.9609,0.9609,val,image_5.png
12,Left-leg,,0.0,0.0,val,image_5.png
13,Right-leg,,0.0,0.0,val,image_5.png
14,Left-arm,0.0,0.0,0.0,val,image_5.png
15,Right-arm,0.3344,0.5012,0.5012,val,image_5.png
16,Bag,,0.0,0.0,val,image_5.png
17,Scarf,,0.0,0.0,val,image_5.png
0,Background,0.9902,0.9951,0.9951,val,image_32.png
1,Hat,,0.0,0.0,val,image_32.png
2,Hair,0.7908,0.8832,0.8832,val,image_32.png
3,Sunglasses,0.7205,0.8375,0.8375,val,image_32.png
4,Upper-clothes,0.9709,0.9852,0.9852,val,image_32.png
5,Skirt,0.9732,0.9864,0.9864,val,image_32.png
6,Pants,,0.0,0.0,val,image_32.png
7,Dress,,0.0,0.0,val,image_32.png
8,Belt,,0.0,0.0,val,image_32.png
9,Left-shoe,0.4064,0.5779,0.5779,val,image_32.png
10,Right-shoe,0.1044,0.1891,0.1891,val,image_32.png
11,Face,0.8302,0.9072,0.9072,val,image_32.png
12,Left-leg,0.9001,0.9474,0.9474,val,image_32.png
13,Right-leg,0.8009,0.8895,0.8895,val,image_32.png
14,Left-arm,0.1022,0.1855,0.1855,val,image_32.png
15,Right-arm,0.5296,0.6924,0.6924,val,image_32.png
16,Bag,0.8458,0.9164,0.9164,val,image_32.png
17,Scarf,,0.0,0.0,val,image_32.png
0,Background,0.9827,0.9913,0.9913,test,image_26.png
1,Hat,,0.0,0.0,test,image_26.png
2,Hair,0.1782,0.3025,0.3025,test,image_26.png
3,Sunglasses,,0.0,0.0,test,image_26.png
4,Upper-clothes,0.8647,0.9274,0.9274,test,image_26.png
5,Skirt,,0.0,0.0,test,image_26.png
6,Pants,,0.0,0.0,test,image_26.png
7,Dress,0.8554,0.9221,0.9221,test,image_26.png
8,Belt,,0.0,0.0,test,image_26.png
9,Left-shoe,0.2358,0.3816,0.3816,test,image_26.png
10,Right-shoe,0.05,0.0952,0.0952,test,image_26.png
11,Face,0.7736,0.8723,0.8723,test,image_26.png
12,Left-leg,0.2721,0.4278,0.4278,test,image_26.png
13,Right-leg,0.0041,0.0082,0.0082,test,image_26.png
14,Left-arm,0.4376,0.6088,0.6088,test,image_26.png
15,Right-arm,0.0,0.0,0.0,test,image_26.png
16,Bag,0.685,0.8131,0.8131,test,image_26.png
17,Scarf,0.0,0.0,0.0,test,image_26.png
0,Background,0.988,0.9939,0.9939,test,image_12.png
1,Hat,,0.0,0.0,test,image_12.png
2,Hair,0.6703,0.8026,0.8026,test,image_12.png
3,Sunglasses,,0.0,0.0,test,image_12.png
4,Upper-clothes,0.9679,0.9837,0.9837,test,image_12.png
5,Skirt,,0.0,0.0,test,image_12.png
6,Pants,0.9647,0.982,0.982,test,image_12.png
7,Dress,,0.0,0.0,test,image_12.png
8,Belt,,0.0,0.0,test,image_12.png
9,Left-shoe,0.2205,0.3614,0.3614,test,image_12.png
10,Right-shoe,0.4468,0.6176,0.6176,test,image_12.png
11,Face,0.9019,0.9484,0.9484,test,image_12.png
12,Left-leg,0.7941,0.8852,0.8852,test,image_12.png
13,Right-leg,0.5868,0.7396,0.7396,test,image_12.png
14,Left-arm,0.8265,0.905,0.905,test,image_12.png
15,Right-arm,0.6734,0.8048,0.8048,test,image_12.png
16,Bag,,0.0,0.0,test,image_12.png
17,Scarf,,0.0,0.0,test,image_12.png
0,Background,0.988,0.994,0.994,test,image_20.png
1,Hat,0.8642,0.9272,0.9272,test,image_20.png
2,Hair,0.0,0.0,0.0,test,image_20.png
3,Sunglasses,0.8139,0.8974,0.8974,test,image_20.png
4,Upper-clothes,0.9592,0.9792,0.9792,test,image_20.png
5,Skirt,,0.0,0.0,test,image_20.png
6,Pants,0.9486,0.9736,0.9736,test,image_20.png
7,Dress,,0.0,0.0,test,image_20.png
8,Belt,0.772,0.8713,0.8713,test,image_20.png
9,Left-shoe,0.5854,0.7385,0.7385,test,image_20.png
10,Right-shoe,0.6794,0.8091,0.8091,test,image_20.png
11,Face,0.9028,0.9489,0.9489,test,image_20.png
12,Left-leg,,0.0,0.0,test,image_20.png
13,Right-leg,,0.0,0.0,test,image_20.png
14,Left-arm,0.4635,0.6335,0.6335,test,image_20.png
15,Right-arm,0.0,0.0,0.0,test,image_20.png
16,Bag,,0.0,0.0,test,image_20.png
17,Scarf,,0.0,0.0,test,image_20.png
0,Background,0.9796,0.9897,0.9897,test,image_16.png
1,Hat,,0.0,0.0,test,image_16.png
2,Hair,0.8498,0.9188,0.9188,test,image_16.png
3,Sunglasses,,0.0,0.0,test,image_16.png
4,Upper-clothes,,0.0,0.0,test,image_16.png
5,Skirt,,0.0,0.0,test,image_16.png
6,Pants,,0.0,0.0,test,image_16.png
7,Dress,0.912,0.954,0.954,test,image_16.png
8,Belt,,0.0,0.0,test,image_16.png
9,Left-shoe,0.2776,0.4346,0.4346,test,image_16.png
10,Right-shoe,0.3338,0.5005,0.5005,test,image_16.png
11,Face,0.8584,0.9238,0.9238,test,image_16.png
12,Left-leg,0.6738,0.8051,0.8051,test,image_16.png
13,Right-leg,0.3924,0.5636,0.5636,test,image_16.png
14,Left-arm,0.0819,0.1514,0.1514,test,image_16.png
15,Right-arm,0.5128,0.6779,0.6779,test,image_16.png
16,Bag,0.3415,0.5092,0.5092,test,image_16.png
17,Scarf,,0.0,0.0,test,image_16.png
0,Background,0.9825,0.9912,0.9912,test,image_8.png
1,Hat,0.5883,0.7408,0.7408,test,image_8.png
2,Hair,0.7706,0.8704,0.8704,test,image_8.png
3,Sunglasses,0.6658,0.7994,0.7994,test,image_8.png
4,Upper-clothes,0.8394,0.9127,0.9127,test,image_8.png
5,Skirt,0.9464,0.9725,0.9725,test,image_8.png
6,Pants,0.8904,0.942,0.942,test,image_8.png
7,Dress,,0.0,0.0,test,image_8.png
8,Belt,,0.0,0.0,test,image_8.png
9,Left-shoe,0.441,0.6121,0.6121,test,image_8.png
10,Right-shoe,0.0,0.0,0.0,test,image_8.png
11,Face,0.3683,0.5383,0.5383,test,image_8.png
12,Left-leg,,0.0,0.0,test,image_8.png
13,Right-leg,,0.0,0.0,test,image_8.png
14,Left-arm,0.0308,0.0597,0.0597,test,image_8.png
15,Right-arm,0.0,0.0,0.0,test,image_8.png
16,Bag,0.0,0.0,0.0,test,image_8.png
17,Scarf,,0.0,0.0,test,image_8.png
0,Background,0.982,0.9909,0.9909,test,image_38.png
1,Hat,0.7346,0.847,0.847,test,image_38.png
2,Hair,0.7754,0.8735,0.8735,test,image_38.png
3,Sunglasses,,0.0,0.0,test,image_38.png
4,Upper-clothes,0.8825,0.9376,0.9376,test,image_38.png
5,Skirt,,0.0,0.0,test,image_38.png
6,Pants,0.9389,0.9685,0.9685,test,image_38.png
7,Dress,0.8311,0.9078,0.9078,test,image_38.png
8,Belt,0.5246,0.6882,0.6882,test,image_38.png
9,Left-shoe,0.0,0.0,0.0,test,image_38.png
10,Right-shoe,0.0114,0.0225,0.0225,test,image_38.png
11,Face,0.8231,0.903,0.903,test,image_38.png
12,Left-leg,,0.0,0.0,test,image_38.png
13,Right-leg,,0.0,0.0,test,image_38.png
14,Left-arm,0.4426,0.6136,0.6136,test,image_38.png
15,Right-arm,0.1341,0.2365,0.2365,test,image_38.png
16,Bag,,0.0,0.0,test,image_38.png
17,Scarf,,0.0,0.0,test,image_38.png
0,Background,0.9884,0.9942,0.9942,test,image_36.png
1,Hat,,0.0,0.0,test,image_36.png
2,Hair,0.8901,0.9418,0.9418,test,image_36.png
3,Sunglasses,,0.0,0.0,test,image_36.png
4,Upper-clothes,0.9529,0.9759,0.9759,test,image_36.png
5,Skirt,,0.0,0.0,test,image_36.png
6,Pants,0.9585,0.9788,0.9788,test,image_36.png
7,Dress,,0.0,0.0,test,image_36.png
8,Belt,,0.0,0.0,test,image_36.png
9,Left-shoe,0.483,0.6514,0.6514,test,image_36.png
10,Right-shoe,0.2963,0.4571,0.4571,test,image_36.png
11,Face,0.8736,0.9325,0.9325,test,image_36.png
12,Left-leg,0.368,0.538,0.538,test,image_36.png
13,Right-leg,0.5034,0.6696,0.6696,test,image_36.png
14,Left-arm,0.7956,0.8862,0.8862,test,image_36.png
15,Right-arm,0.8828,0.9378,0.9378,test,image_36.png
16,Bag,0.8772,0.9346,0.9346,test,image_36.png
17,Scarf,,0.0,0.0,test,image_36.png
0,Background,0.9926,0.9963,0.9963,test,image_44.png
1,Hat,0.779,0.8758,0.8758,test,image_44.png
2,Hair,0.5376,0.6993,0.6993,test,image_44.png
3,Sunglasses,0.6793,0.8091,0.8091,test,image_44.png
4,Upper-clothes,0.956,0.9775,0.9775,test,image_44.png
5,Skirt,,0.0,0.0,test,image_44.png
6,Pants,0.9401,0.9691,0.9691,test,image_44.png
7,Dress,,0.0,0.0,test,image_44.png
8,Belt,,0.0,0.0,test,image_44.png
9,Left-shoe,0.0,0.0,0.0,test,image_44.png
10,Right-shoe,0.0849,0.1565,0.1565,test,image_44.png
11,Face,0.8777,0.9349,0.9349,test,image_44.png
12,Left-leg,0.0,0.0,0.0,test,image_44.png
13,Right-leg,0.1674,0.2868,0.2868,test,image_44.png
14,Left-arm,0.4637,0.6336,0.6336,test,image_44.png
15,Right-arm,0.0,0.0,0.0,test,image_44.png
16,Bag,,0.0,0.0,test,image_44.png
17,Scarf,,0.0,0.0,test,image_44.png
